companycode,inn,ogrn,kpp,name,address,hr-agency,url,site,phone,fax,email,code_industry_branch
1025403913798,5410136163.0,1025403913798.0,541001001.0,"Муниципальное бюждетное учреждение дополнительного образования города Новосибирска ""Детский (подростковый) центр ""Юность""","Новосибирская область, 630129, г Новосибирск, ул Курчатова, д. 3, 82.961734, 55.104831",,https://trudvsem.ru/company/1025403913798,,+7(383)2720878,+7(383)2765351,centr_youth@mail.ru,
1155476105564,5445020314.0,1155476105564.0,544501001.0,"Общество с ограниченной ответственностью ""Топаз""","Новосибирская область, 633209, г Искитим, ул Мостовая, д. 1а, 83.314044, 54.650214",,https://trudvsem.ru/company/1155476105564,,+7(38341)29623,,natali.rujnikowa@yandex.ru,
1105476044640,5405418589.0,1105476044640.0,540501001.0,"Общество с ограниченной ответственостью ""Логистик ПСБ""","Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 92, 82.965202, 54.992275",,https://trudvsem.ru/company/1105476044640,,+7(383)2694333,,92arenda@mail.ru,
0bbe7370-9283-11e5-8b58-239645b044d5,5445123359.0,1065445012930.0,544501001.0,"МАОУ ""Экономический лицей""","Новосибирская область, 633010, г Бердск, ул Комсомольская, д. 29, 83.106031, 54.762937",,https://trudvsem.ru/company/0bbe7370-9283-11e5-8b58-239645b044d5,http://el.edu.ru/,Рабочий (38341) 23091,,bsk_she@mail.ru,
1035404727335,5445116270.0,1035404727335.0,544501001.0,"Муниципальное автономное дошкольное образовательное учреждение ""Детский сад комбинированного вида №25 ""Рябинка""","Новосибирская область, 633010, г Бердск, ул Ленина, д. 26, 83.092322, 54.763202",,https://trudvsem.ru/company/1035404727335,,+7(38341)30675,,bsk_du25@mail.ru,
1025401922963,5405153597.0,1025401922963.0,540501001.0,"Государственное бюджетное учреждение здравоохранения Новосибирской области ""Родильный дом № 2""","Новосибирская область, 630063, г Новосибирск, ул Лескова, д. 250, корп. а, 82.969388, 55.014164",,https://trudvsem.ru/company/1025401922963,,+7(383)2668363,+7(383)2660204,rd2@nso.ru,
1125476059213,5404459039.0,1125476059213.0,540401001.0,Общество с ограниченной ответственностью СтальДорСервис,"Новосибирская область, 630052, г Новосибирск, ул Толмачевская, д. 23/1, 82.826376, 54.961331",,https://trudvsem.ru/company/1125476059213,,+7(383)3620045,+7(383)3031327,5850@ngs.ru,
1045401016187,5402190953.0,1045401016187.0,540101001.0,"Общество с ограниченной ответственностью ""Болид""","Новосибирская область, 630015, г Новосибирск, ул Электрозаводская, д. 2, корп. 6, 82.967519, 55.058399",,https://trudvsem.ru/company/1045401016187,,+7(383)3253317,+7(383)3253315,bolidok@ngs.ru,
1085405487452,5405385213.0,1085405487452.0,540501001.0,"Общество с ограниченной ответственностью ""Ника Плюс""","Новосибирская область, 630099, г Новосибирск, ул Щетинкина, д. 33, 82.914546, 55.028445",,https://trudvsem.ru/company/1085405487452,,+7(913)7280022,,gronn58@mail.ru,
1045404720789,5445116778.0,1045404720789.0,544501001.0,"Муниципальное бюджетное учреждение дополнительного образования города Бердска детская художественная школа ""Весна""","Новосибирская область, 633011, г Бердск, ул Маркса, д. 9, корп. А, 83.08854, 54.763825",,https://trudvsem.ru/company/1045404720789,,+7(953)8054550,,,
1165476161487,5445022801.0,1165476161487.0,544501001.0,"Общество с ограниченной ответственностью ""Астра Групп""","Новосибирская область, 633004, г Бердск, ул Химзаводская, д. 13/1, 83.139879, 54.74363",,https://trudvsem.ru/company/1165476161487,,+7(913)9131774,,astaplus@mail.ru,
1025403870810,5409111125.0,1025403870810.0,540901001.0,"Муниципальное казенное дошкольное образовательноеучреждение Детский сад 447 комбинированного вида ""Семицветик""","Новосибирская область, 630068, г Новосибирск, ул Шукшина, д. 5/2, 83.123979, 54.937593",,https://trudvsem.ru/company/1025403870810,,+7(383)3389351,,ds_447_nsk@nios.ru,
1025401919597,5405221952.0,1025401919597.0,540501001.0,"Общество с ограниченной ответственностью МЖК ""Энергетик.Специализированный застройщик""","Новосибирская область, 630009, г Новосибирск, ул Обская, д. 50, 82.948223, 55.001339",,https://trudvsem.ru/company/1025401919597,,+7(383)2663686,,anishenko.nn@psfond.ru,
1025403869919,5409111887.0,1025403869919.0,540901001.0,"Муниципальное казенное дошкольное образовательноеучреждение города Новосибирска ""Детский сад № 11 ""Снегирек"" комбинированного вида","Новосибирская область, 630046, г Новосибирск, ул Первомайская, д. 166, корп. а, 83.084318, 54.972706",,https://trudvsem.ru/company/1025403869919,,+7(383)3371660,,ds_11_nsk@nios.ru,
1025406827050,5447105860.0,1025406827050.0,544701001.0,"муниципальное казённое дошкольное образовательное учреждение Куйбышевского района-детский сад ""Родничок""общеразвивающего вида с приоритетным направлением социально-личностного развития воспитанников","Новосибирская область, 632387, г Куйбышев, ул Луговая, д. 33, 78.313429, 55.442898",,https://trudvsem.ru/company/1025406827050,,+7(38362)24057,,rodnichok33@list.ru,
319547600189580,540131580019.0,319547600189580.0,,Надежда Александровна Климова,"Новосибирская область, 633011, г Бердск, ул Попова, д. 11/1, пом.7, 83.082261, 54.772961",,https://trudvsem.ru/company/319547600189580,,+7(913)7676677,,klimov1207@mail.ru,
304546908900055,543005027480.0,304546908900055.0,,Индивидуальный предприниматель Макеева Татьяна Ивановна,"Новосибирская область, 632270, с Кыштовка, р-н Кыштовский, ул Юрченко, д. 19, офис 2, 76.626527, 56.540446",,https://trudvsem.ru/company/304546908900055,,+722406,,kisht@czn.mintrud.nso.ru,
1135476024485,5405469495.0,1135476024485.0,540501001.0,"Общество с ограниченной ответственностью ""СТРОЙКОМ""","Новосибирская область, 630037, г Новосибирск, ул 2-я Марата, д. 2/2, 83.07944, 54.981934",,https://trudvsem.ru/company/1135476024485,,+7(383)2663686,,anishenko.nn@psfond.ru,
1035404720350,5445113978.0,1035404720350.0,544501001.0,"Общество с ограниченной ответственностью ""Гранит-1""","Новосибирская область, 633011, г Бердск, ул Комсомольская, д. 6, корп. Б, 83.092861, 54.765659",,https://trudvsem.ru/company/1035404720350,,+7(38341)29623,,natali.rujnikowa@yandex.ru,
1135476027994,5402559856.0,1135476027994.0,540201001.0,"Общество с ограниченной ответственностью ""Гранд""","Новосибирская область, 630048, г Новосибирск, пл им. Карла Маркса, д. 6/1, 82.895151, 54.980477",,https://trudvsem.ru/company/1135476027994,,+7(383)3354155,,enisey_gal@mail.ru,
1025401929343,5405204379.0,1025401929343.0,540501001.0,Акционерное общество Экспертная организация С-Контроль,"Новосибирская область, 630099, г Новосибирск, ул Максима Горького, д. 77, 82.926242, 55.027893",,https://trudvsem.ru/company/1025401929343,,+7(383)2187639,,scontrol55@mail.ru,
1025403212570,5407169803.0,1025403212570.0,544501001.0,"Общество с ограниченной ответственностью ""Сибирский медведь""","Новосибирская область, 633011, г Бердск, ул Комсомольская, д. 6, корп. Б, 83.092861, 54.765659",,https://trudvsem.ru/company/1025403212570,,+7(38341)29623,,natali.rujnikowa@yandex.ru,
1065400043829,5406369983.0,1065400043829.0,540601001.0,Частное образовательное учреждение Дополнительного профессионального образования  Автошкола ЯГУАР,"Новосибирская область, 630009, г Новосибирск, ул Добролюбова, д. 16, офис 121, 82.95143, 55.008919",,https://trudvsem.ru/company/1065400043829,,+7(913)9562077,,jaguar_school@list.ru,
1027000862954,7017005289.0,1027000862954.0,997250001.0,"Общество с ограниченной ответственностью ""Газпром трансгаз Томск"" Региональное управление по строительству объектов в г. Нерюнгри","Новосибирская область, 630126, г Новосибирск, ул Выборная, д. 241, 83.053228, 54.990049",,https://trudvsem.ru/company/1027000862954,,+7(41147)67278,+7(41147)64389,office.neryungri@gtt.gazprom.ru,
1025402477374,5406010217.0,1025402477374.0,540601001.0,"Федеральное государственное бюджетное профессиональное образовательное учреждение ""Новосибирское государственное хореографическое училище""","Новосибирская область, 630099, г Новосибирск, ул Каменская, д. 36, 82.929844, 55.030963",,https://trudvsem.ru/company/1025402477374,,+7(383)2020811,,nghu@mail.ru,
1125483000719,5445012916.0,1125483000719.0,544501001.0,"Общество с ограниченной ответственностью ""Диамант-НСК""","Новосибирская область, 633010, г Бердск, ул Линейная, д. 5/1, 83.087444, 54.768765",,https://trudvsem.ru/company/1125483000719,,+7(913)9279554,,diamantnsk1@gmail.com,
1095402006314,5402512311.0,1095402006314.0,540201001.0,"Общество с ограниченной ответственностью ""Сибпневмоналадка""","Новосибирская область, 630009, г Новосибирск, ул Большевистская, д. 109, 82.95011, 55.004447",,https://trudvsem.ru/company/1095402006314,,+7(383)2136877,,sibpnevmatik@yandex.ru,
1112468057184,2462218044.0,1112468057184.0,246201001.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАСРИТЕЙЛ""","Новосибирская область, 630010, г Новосибирск, ул Волочаевская, д. 57/1, 83.005186, 55.050659",,https://trudvsem.ru/company/1112468057184,,+7(963)5016991,,biysk@mayakgm.ru,
619a6da0-9417-11e9-8af8-e37b4be0b9ed,7709031643.0,1027739099629.0,770501001.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ АКЦИОНЕРНАЯ СТРАХОВАЯ КОМПАНИЯ""","Новосибирская область, 630099, г Новосибирск, ул Чаплыгина, д. 93, 82.928137, 55.026866",,https://trudvsem.ru/company/619a6da0-9417-11e9-8af8-e37b4be0b9ed,,+7(960)2930029,,cherepovets-isb@mail.ru,
307541007900036,541000832641.0,307541007900036.0,,Индивидуальный предприниматель Егоров Евгений Геннадьевич,"Новосибирская область, 633011, г Бердск, ул Ленина, д. 27, кафе Санрайз, 83.095125, 54.763649",,https://trudvsem.ru/company/307541007900036,,+7(913)8907367,,sunrise-cafe@mail.ru,
1085406010777,5406434216.0,1085406010777.0,,Регион-торг,"Новосибирская область, 630051, г Новосибирск, ул Бродского, д. 11, 2 этаж, 82.982467, 55.056728",,https://trudvsem.ru/company/1085406010777,,,,,
1027700430889,7729314745.0,1027700430889.0,770101001.0,"ФГБУ ""ЦЖКУ"" МО РФ","Новосибирская область, 630017, г Новосибирск, ул Бориса Богаткова, д. 194/10, 82.973457, 55.027944",,https://trudvsem.ru/company/1027700430889,,+7(921)8501148,,196507mla@mail.ru,
1045401303144,5403168541.0,1045401303144.0,545201001.0,"общество с ограниченной ответственностью ""Урожай""","Новосибирская область, 632387, г Куйбышев, пл Первомайская, д. 1, 78.312369, 55.440794",,https://trudvsem.ru/company/1045401303144,,+7(913)7575251,,,
1055469007747,5430000153.0,1055469007747.0,543001001.0,"Общество с ограниченной ответственностью"" Новый мир""","Новосибирская область, 632283, д Колбаса, р-н Кыштовский, ул Центральная, д. 24, 76.700432, 56.887994",,https://trudvsem.ru/company/1055469007747,,+7(838371)22043,,alek.savchenk0@yandex.ru,
310547105700022,545210663387.0,310547105700022.0,,индивидуальный предприниматель Ручевский  Евгений Юрьевич,"Новосибирская область, 632383, г Куйбышев, ул Пугачева, д. 71, 78.327766, 55.448944",,https://trudvsem.ru/company/310547105700022,,+7(913)9832815,,ipruchevskiy@rambler.ru,
1025406825399,5447104175.0,1025406825399.0,544701001.0,"Федеральное казенное учреждение ""Следственный изолятор-2 ""Главного управления Федеральной службы исполнения наказания по Новосибирской области","Новосибирская область, 632387, г Куйбышев, ул Агафонова, д. 35, 78.29354, 55.447147",,https://trudvsem.ru/company/1025406825399,,+7(38362)23086,,kadr-sizo2@mail.ru,
1025401902998,5405148780.0,1025401902998.0,540501001.0,"Государственное бюджетное учреждение здравоохранения Новосибирской области ""Городская клиническая поликлиника №7""","Новосибирская область, 630083, г Новосибирск, ул Ульяновская, д. 1, 82.973834, 54.995054",,https://trudvsem.ru/company/1025401902998,,+7(383)2690312,,mp7-kadra@mail.ru,
1025401918475,5405171821.0,1025401918475.0,540501001.0,"Муниципальное бюджетное учреждение дополнительного образования города Новосибирска ""Детский морской центр ""Флагман""","Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 175/6, 82.971831, 54.995132",,https://trudvsem.ru/company/1025401918475,,+7(383)2690790,,centrflagman@mail.ru,
1085404007193,5404354822.0,1085404007193.0,540401001.0,"Общество с ограниченной ответственностью ""Купинская швейная фабрика""","Новосибирская область, 630117, г Новосибирск, ул Тимакова, д. 4/3, корп. 3, 83.114672, 54.885648",,https://trudvsem.ru/company/1085404007193,,+7(383)3340860,,kupino2009@yandex.ru,
1145476109074,5405501558.0,1145476109074.0,540501001.0,"Общество с ограгиченной ответственностью ""Первая Высотная""","Новосибирская область, 630009, г Новосибирск, ул Большевистская, д. 109, Площадка 1, 82.92749, 55.012992",,https://trudvsem.ru/company/1145476109074,,+7(999)4684086,,l.v.gorbacheva@bk.ru,
1035404727533,5445116312.0,1035404727533.0,544501001.0,"Муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа №10 ""Пересвет""","Новосибирская область, 633011, г Бердск, ул Ленина, д. 13, 83.081677, 54.767653",,https://trudvsem.ru/company/1035404727533,,+7(38341)24309,,bsk_sh10@mail.ru,
1145476143493,5445038311.0,1145476143493.0,544501001.0,Общество с ограниченной ответственностью «Фаворит»,"Новосибирская область, 633003, г Бердск, ул Добролюбова, д. 30, 83.085082, 54.757732",,https://trudvsem.ru/company/1145476143493,,+7(953)7931127,,mebel54region@mail.ru,
5d4d29c0-f388-11e8-bed8-ef76bd2a03c1,7707500530.0,1037739829885.0,773101001.0,"ООО ""ЕвразТехника""","Новосибирская область, 630009, г Новосибирск, ул Добролюбова, д. 2А, офис 331, 82.942528, 55.002547",,https://trudvsem.ru/company/5d4d29c0-f388-11e8-bed8-ef76bd2a03c1,,+7(3843)794104,+73843794965,,
1065406143813,5406350936.0,1065406143813.0,540601001.0,"Общество с ограниченной ответственностью ""Викомед""","Новосибирская область, 630112, г Новосибирск, ул Державина, д. 92/3, 82.946121, 55.04025",,https://trudvsem.ru/company/1065406143813,,+7(383)3833270,,vikomed@mail.ru,
1065464001954,5439000140.0,1065464001954.0,543901001.0,"Общество с ограниченной ответственностью Строительно-монтажное управление ""Убинское""","Новосибирская область, 632521, с Убинское, р-н Убинский, ул Партизанская, д. 2, 79.658782, 55.300854",,https://trudvsem.ru/company/1065464001954,,+7(38366)21517,,smu-ubn@mail.ru,
1145476140083,5405505104.0,1145476140083.0,540501001.0,"Общество с ограниченной ответственностью ""Новосибирский Электротехнический Завод""","Новосибирская область, 630126, г Новосибирск, ул Выборная, д. 201/1, офис 14, 83.058689, 55.002124",,https://trudvsem.ru/company/1145476140083,,+7(923)2449500,,ok@gknm.ru,
1025403868907,5409110717.0,1025403868907.0,540901001.0,"Муниципальное казенное дошкольное образовательноеучреждение детский сад № 171 ""Черничка""","Новосибирская область, 630068, г Новосибирск, ул Пихтовая, д. 2, 83.114627, 54.952951",,https://trudvsem.ru/company/1025403868907,,+7(383)3271030,,ds_171_nsk@nios.ru,
1025406025380,5439103435.0,1025406025380.0,543901001.0,"муниципальное казённое общеобразовательное учреждение ""Убинская средняя школа № 2""Убинского района Новосибирской области","Новосибирская область, 632521, с Убинское, р-н Убинский, ул Матросова, д. 26, 79.692316, 55.293632",,https://trudvsem.ru/company/1025406025380,,+7(38366)21271,,ush2@mail.ru,
1065405039150,5405312776.0,1065405039150.0,540501001.0,Общество с ограниченной ответственностью Сибавтостройсервис,"Новосибирская область, 630099, г Новосибирск, ул Семьи Шамшиных, д. 20, 82.934102, 55.029724",,https://trudvsem.ru/company/1065405039150,,+7(383)2093926,,utg2012@ngs.ru,
1025403199304,5407132994.0,1025403199304.0,540701001.0,"Государственное автономное профессиональное образовательное учреждение Новосибирской области ""Новосибирский медицинский колледж""","Новосибирская область, 633010, г Бердск, ул Свердлова, д. 14, 83.099922, 54.758033",,https://trudvsem.ru/company/1025403199304,,+7(383)2236975,,nmk@medik-spo.ru,
1025401483447,5404109683.0,1025401483447.0,540302001.0,"Управление механизации № 2 ОАО ""Строймеханизация""","Новосибирская область, 630088, г Новосибирск, ул Петухова, д. Дом  17а, 82.858545, 54.946291",,https://trudvsem.ru/company/1025401483447,,+7(383)3175839,+7(383)3478281,um_2.2.2@mail.ru,
1045404722747,5445117267.0,1045404722747.0,544501001.0,"ГБУЗ НСО ""БЦГБ""","Новосибирская область, 633010, г Бердск, ул Островского, д. 53, 83.093508, 54.759675",,https://trudvsem.ru/company/1045404722747,,+7(38341)26656,,berdskok@ngs.ru,
1025401911193,5405101302.0,1025401911193.0,540501001.0,"Акционерное общество ""Новосибхимфарм""","Новосибирская область, 630028, г Новосибирск, ул Нижегородская, д. 276, 82.983851, 54.997678",,https://trudvsem.ru/company/1025401911193,,+7(383)2622262,+7(383)3633255,rabota@nskpharm.ru,
1055445000104,5445118609.0,1055445000104.0,544501001.0,"Общество с ограниченной ответственностью ""Сибирский завод отделочных материалов ""Ливна""","Новосибирская область, 633004, г Бердск, ул Промышленная, д. 20, 83.140499, 54.748083",,https://trudvsem.ru/company/1055445000104,,+7(38341)53424,,livna.buh3@gmail.com,
315547600084481,542905665702.0,315547600084481.0,,Индивидуальный предприниматель Вещенков Сергей Алексеевич,"Новосибирская область, 630099, г Новосибирск, ул Депутатская, д. 46, офис 3071, 3 подъезд, 7 этаж. Предварительно созваниваться., 82.926484, 55.028888",,https://trudvsem.ru/company/315547600084481,,+7(913)7844616,,avtoimper@mail.ru,
1025405012016,5420100254.0,1025405012016.0,542001001.0,"Государственное бюджетное учреждение здраоохранения ""Доволенская центральная районная больница""","Новосибирская область, 632450, с Довольное, р-н Доволенский, ул Ленина, д. 123, 79.659213, 54.498492",,https://trudvsem.ru/company/1025405012016,,+7(38354)20054,,denisenko-margarita@yandex.ru,
1185476023864,5433966403.0,1185476023864.0,543301001.0,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение  Новосибирского Района Новосибирской области детский сад ""Кубики""","Новосибирская область, 633100, с Толмачево, р-н Новосибирский, ул Парковая, д. 1а, 82.749893, 54.973155",,https://trudvsem.ru/company/1185476023864,,+7(383)2132255 доб. 3,,nataly.tel@mail.ru,
317547600157981,540530610603.0,317547600157981.0,,Индивидуальный предприниматель Контиева Анастасия Сергеевна,"Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 128, 82.976116, 54.989765",,https://trudvsem.ru/company/317547600157981,,+7(952)9415145,,meledy05@mail.ru,
1025406824464,5447105972.0,1025406824464.0,544701001.0,"общество с ограниченной ответственностью ""Автосервис""","Новосибирская область, 632385, г Куйбышев, ул Восточная, д. 2, Восточно-промышленная зона ул, 78.336066, 55.438149",,https://trudvsem.ru/company/1025406824464,,+7(38362)62975,,avtoservis_70@mail.ru,
1035402478627,5406249510.0,1035402478627.0,540601001.0,"Общество с ограниченной ответсвенностью Пансионат""Лесная сказка""","Новосибирская область, 633011, г Бердск, ул Попова, д. 12, 83.076117, 54.77252",,https://trudvsem.ru/company/1035402478627,,+7(38341)24290,,bartsevan@inbox.ru,
1055471000760,5452111410.0,1055471000760.0,545201001.0,"муниципальное бюджетное учреждение культуры Куйбышевского района ""Культурно-досуговый центр""","Новосибирская область, 632387, г Куйбышев, ул Краскома, д. 5, 78.303907, 55.447412",,https://trudvsem.ru/company/1055471000760,,+7(38362)52820,,kdc-kuib@yandex.ru,
1025401937109,5405161414.0,1025401937109.0,540501001.0,Общество с ограниченной ответственностью ФиГ,"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 44/1, 82.937471, 55.017555",,https://trudvsem.ru/company/1025401937109,,+7(383)2130791,,figfvi@mail.ru,
319547600041498,540538712406.0,319547600041498.0,,Индивидуальный предприниматель Чумаков Максим Станиславович,"Новосибирская область, 630027, г Новосибирск, ул Макаренко, бокс 826 литер ""Л"", 82.957593, 55.096476",,https://trudvsem.ru/company/319547600041498,,+7(913)4855653,,at_isuzu1@mail.ru,
1025400520947,5401140903.0,1025400520947.0,540101001.0,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 329 комбинированного вида""","Новосибирская область, 630084, г Новосибирск, ул Республиканская, д. 17а, 82.968849, 55.067875",,https://trudvsem.ru/company/1025400520947,,+7(383)2710261,+7(383)2659082,ds_329_nsk@nios.ru,
310547616100120,540506054419.0,310547616100120.0,,Индивидуальный предприниматель Третьякова Елена Анатольевна,"Новосибирская область, 630010, г Новосибирск, ш Гусинобродское, д. 35, офис 613, 83.021975, 55.039997",,https://trudvsem.ru/company/310547616100120,,+7(913)4602719,,tretyackova.lena2011@yandex.ru,
1185476028319,5452004715.0,1185476028319.0,545201001.0,"Общество с ограниченной ответственностью ""Каинск-пицца""","Новосибирская область, 632382, г Куйбышев, кв-л 11-й, д. 12а, 78.313716, 55.446447",,https://trudvsem.ru/company/1185476028319,,+7(923)1997285,,kadr@kainsktrans.ru,
1025403644859,5408124516.0,1025403644859.0,540801001.0,"Муниципальное казенное учреждение ""Молодежный центр инновационной и досуговой деятельности ""КАЛЕЙДОСКОП"" Советского района города Новосибирска","Новосибирская область, 630090, г Новосибирск, проезд Детский, д. 8, 83.10718, 54.84133",,https://trudvsem.ru/company/1025403644859,,+7(383)3303797,,kaledoskop@ngs.ru,
1025403909398,5410129367.0,1025403909398.0,541001001.0,"Муниципальное казенное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 491 компенсирующего вида""","Новосибирская область, 630105, г Новосибирск, ул Кропоткина, д. 130/4, 82.941369, 55.05579",,https://trudvsem.ru/company/1025403909398,,+7(383)2735940,,ds491@mail.ru,
1025401309515,5403127520.0,1025401309515.0,540301001.0,"Муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 109""","Новосибирская область, 630048, г Новосибирск, ул Вертковская, д. 16, 82.887417, 54.976406",,https://trudvsem.ru/company/1025401309515,,+7(383)3141172,,sch_109_nsk@nios.ru,
314547603400356,540700055237.0,314547603400356.0,,Индивидуальный предприниматель Вещенкова Оксана Евгеньевна,"Новосибирская область, 630099, г Новосибирск, ул Депутатская, д. 46, офис 3071, 3 подъезд, 7 этаж, 82.920951, 55.029126",,https://trudvsem.ru/company/314547603400356,,+7(913)7844616,,avtoimper@mail.ru,
1025403200525,5407246102.0,1025403200525.0,540501001.0,"Общество с ограниченной ответственностью ""АВТОМАТ""","Новосибирская область, 630009, г Новосибирск, ул Добролюбова, д. 31, корп. 12А, офис этаж 3, 82.948798, 55.010591",,https://trudvsem.ru/company/1025403200525,,+7(383)2662584,,julia@electrosignal.ru,
317547600082669,741700693477.0,317547600082669.0,,Индивидуальный предприниматель Фролов Дмитрий Владимирович,"Новосибирская область, 633010, г Бердск, ул Ленина, д. 90, кафе «Love», 83.109112, 54.758573",,https://trudvsem.ru/company/317547600082669,,+7(913)4774491,,teaco154@gmail.com,
1035406824342,5452109757.0,1035406824342.0,545201001.0,Администрация города Куйбышева Куйбышевского района Новосибирской области,"Новосибирская область, 632387, г Куйбышев, ул Краскома, д. 37, 78.311686, 55.445258",,https://trudvsem.ru/company/1035406824342,,+7(38362)51703,,,
1025403654980,5408152270.0,1025403654980.0,540801001.0,МБОУ СОШ №61 им. Н.М.Иванова,"Новосибирская область, 630055, г Новосибирск, ул Иванова, д. 9, 83.084139, 54.866689",,https://trudvsem.ru/company/1025403654980,,Рабочий (383) 3325189,,sch_61_nsk@nios.ru,
1145476143240,5404524986.0,1145476143240.0,540401001.0,"Общество с ограниченной ответственностью ""УК Дивногорский""","Новосибирская область, 630041, г Новосибирск, ул Романтиков, д. 5, офис 56, 82.807664, 55.023996",,https://trudvsem.ru/company/1145476143240,,+7(383)3110626,,uk-div@mail.ru,
305544508800031,544510166909.0,305544508800031.0,,Индивидуальный предприниматель Дрожжев Сергей Петрович,"Новосибирская область, 633104, г Обь, территория аэропорта Толмачево, 82.69285, 54.995307",,https://trudvsem.ru/company/305544508800031,,+7(383)2169981,,j.barinova@mail.ru,
1155476005035,5409000249.0,1155476005035.0,540701001.0,"Общество с ограниченной ответственностью "" Торговый дом Сибири""","Новосибирская область, 630068, г Новосибирск, ул Приграничная, д. 1, 83.142439, 54.937153",,https://trudvsem.ru/company/1155476005035,www.tdsibiri.ru,+7(383)2510070,,td.vka@yandex.ru,
1035401931135,5405255422.0,1035401931135.0,540701001.0,"Общество с ограниченной ответственностью ""Открытые технологии""","Новосибирская область, 630099, г Новосибирск, ул Коммунистическая, д. 2, офис 301, 82.91292, 55.022438",,https://trudvsem.ru/company/1035401931135,,+7(913)7204699,,1044@3234.ru,
1183850025281,3804112292.0,1183850025281.0,380401001.0,"Общество с ограниченной ответственностью ""ТРАНС КЛИН""","Новосибирская область, 630009, г Новосибирск, ул Никитина, д. 20, офис 310, 82.958069, 55.010535",,https://trudvsem.ru/company/1183850025281,,+7(923)2233911,,2233911@mail.ru,
1025402452041,5406165443.0,1025402452041.0,540601001.0,Общество с ограниченной ответственностью СибТар,"Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 131, 82.959857, 54.999397",,https://trudvsem.ru/company/1025402452041,,+7(383)3472540,,kletchatka@ngs.ru,
1075445004106,5445255073.0,1075445004106.0,544501001.0,"Муниципальное автономное дошкольное образовательное учреждение - Детский сад № 7 ""Семицветик"" комбинированного вида","Новосибирская область, 633009, г Бердск, ул Микрорайон, д. 20, корп. А, 83.052437, 54.748156",,https://trudvsem.ru/company/1075445004106,,+7(38341)44795,,bsk_du07@mail.ru,
1025401903394,5405116154.0,1025401903394.0,540501001.0,"Закрытое акционерное общество Ремонтно-строительное управление № 5 ""Новосибирскгражданстрой""","Новосибирская область, 630063, г Новосибирск, ул Декабристов, д. 251, 82.971822, 55.000926",,https://trudvsem.ru/company/1025401903394,,+7(383)2621005,+7(383)2621414,rsu_5@mail.ru,
1035404727907,5445116489.0,1035404727907.0,544501001.0,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №13""","Новосибирская область, 633009, г Бердск, ул Лунная, д. 23, 83.063666, 54.745308",,https://trudvsem.ru/company/1035404727907,,+7(38341)34101,,bsk_sh13@mail.ru,
1025400515260,5401140460.0,1025400515260.0,540101001.0,"Закрытое акционерное общество ""Союзхимпром""","Новосибирская область, 630015, г Новосибирск, ул Королева, д. 40, корп. 87, 82.964196, 55.057853",,https://trudvsem.ru/company/1025400515260,,+7(383)2799946,+7(383)2799876,info.shp@yandex.ru,
1135476141690,5405482337.0,1135476141690.0,540501001.0,"Муниципальное автономное дошкольное образовательное учреждение города Новосибирска ""Детский сад № 102 комбинированного вида""","Новосибирская область, 630133, г Новосибирск, ул Татьяны Снежиной, д. 52, 83.026961, 55.024471",,https://trudvsem.ru/company/1135476141690,,+7(383)2461370,,ds_102_nsk@nios.ru,
1117847066248,7810818044.0,1117847066248.0,544843001.0,"Общество с ограниченной ответственностью ""Трэвел Ритейл Санкт-Петербург""","Новосибирская область, 633104, г Обь, Территория Аэропорт Толмачево оф. 312, 82.69285, 54.995307",,https://trudvsem.ru/company/1117847066248,,+7(383)2169833 доб. 105,,O.Nagornaya@gebr-heinemann.ru,
1135476152602,5445990320.0,1135476152602.0,544501001.0,"Благотворительный фонд поддержки здорового образа жизни ""Белый лотос""","Новосибирская область, 633247, с Сосновка, р-н Искитимский, ул Центральная, офис 11а, 82.955554, 54.680655",,https://trudvsem.ru/company/1135476152602,,+7(906)9953610,,egorgirey@icloud.com,
1025406026238,5423102468.0,1025406026238.0,542301001.0,"МКУ ДО ""Детская школа искусств Каргатского района НСО""","Новосибирская область, 632410, г Каргат, р-н Каргатский, ул Советская, д. 118, 80.286165, 55.19259",,https://trudvsem.ru/company/1025406026238,,+7(38365)21966,+7(38365)21966,,
1025401928573,5405112696.0,1025401928573.0,540501001.0,"Федеральное казенное учреждение ""Исправительная колония № 9 Главного управления Федеральной службы исполнения наказаний России по Новосибирской области""","Новосибирская область, 630039, г Новосибирск, ш Гусинобродское, д. 114, 83.079997, 55.050875",,https://trudvsem.ru/company/1025401928573,,+7(383)2402691,+7(383)2402742,fbuik-9guin@yandex.ru,
